question,intent,answer
 هل يمكنني تغيير عداد الكهرباء الحالي بآخر يتحمل قدرة أكبر؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي الخطوات اللازمة لاستبدال عداد الكهرباء بآخر ذو قدرة أكبر؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استبدال عداد الكهرباء الحالي بعداد ذو قدرة أكبر بنفسي؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني طلب استبدال عداد الكهرباء بآخر ذو قدرة أكبر عبر الإنترنت؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ما هي المتطلبات اللازمة لاستبدال عداد الكهرباء بآخر ذو قدرة أكبر؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني الحصول على عداد كهرباء ذو قدرة أكبر من شركة الكهرباء؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استبدال عداد الكهرباء الحالي بآخر ذو قدرة أكبر دون دفع رسوم إضافية؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استبدال عداد الكهرباء الحالي بآخر ذو قدرة أكبر في أي وقت؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 هل يمكنني استبدال عداد الكهرباء الحالي بآخر ذو قدرة أكبر في المناطق النائية؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
 ازاي اغير العداد الكهربائي علشان يكون اقوى؟,Replacing_a_meter_with_a_larger_capacity_(electricity)_(electricity_platform),"{'custom': {'Answer': 'استبدال عداد بقدرة أكبر (الكهرباء)\n \nطلب المنتفع تركيب عداد بقدرة اكبر يتناسب مع زيادة الاحمال عن القدرة المتعاقد عليها\n \nموقع الخدمة :https://eservices.eehc.gov.eg/services/RMLP/add\n \nالمستندات المطلوبة :صورة حديثة للعداد (قراءة العداد تكون واضحة)\nمرفقات\n \nالمتطلبات :نوع الهوية\nرقم الهوية\nاسم مقدم الطلب\nرقم الموبايل\nالعداد\nأحدث قراءة للعداد\nجهة الموافقة\nاسم جهة الموافقة\nرقم صادر جهة الموافقة\nالقدرة الجديدة المطلوب الوصول اليها للعداد - مواطن (KVA)\nمطلوب تركيب محول خاص؟', 'Name': 'استبدال عداد بقدرة أكبر (الكهرباء)  (منصة الكهرباء) ', 'Action': [], 'Type': None}}"
